#;рубеж;с-н/направление/интервал;система/кол-во (интервал);% (интервал);кол-во (рубеж);% (рубеж)
;;;;;;; 05.01.2021 00:00 - 05.01.2021 23:59 *
123;ЛО, а/д А-181 Скандинавия 64 км 437 м.;MB0195;АСОД АФАП;;8702;0,2%
;;Направление не указано;8702;100,0%
124;ЛО, а/д Новгород-Луга 73 км 570 м, на г. Новгород;1403004;АСОД АФАП;;175;0,0%
;;Направление не указано;175;100,0%
125;ЛО, а/д Новгород-Луга 81 км 900 м, на г. Лугу;1403041;АСОД АФАП;;561;0,0%
;;Направление не указано;561;100,0%
126;ЛО, а/д СПб-Матокса 14 км 55 м нп Токсово, на нп Матокса;1403017;АСОД АФАП;;35;0,0%
;;Направление не указано;35;100,0%
127;ЛО, а\д новгород-Луга 84 км нп Заклинье, на г. Луга;1412034;АСОД АФАП;;1644;0,0%
;;Направление не указано;1644;100,0%
128;ЛО, г. Гатчина, Красноармейский пр., д.28, от ул. Северная;1306062;АСОД АФАП;;6069;0,2%
;;Направление не указано;6069;100,0%
129;Ленинградская область, Приозерский район,  A-121 133+529;MD1007;АСОД АФАП;;3448;0,1%
;;Направление не указано;3448;100,0%
130;Ленинградская область, Приозерский район,  A-121 137+300;MD1011;АСОД АФАП;;2879;0,1%
;;Направление не указано;2879;100,0%
131;Лисий Нос, Приморское ш. д.60, уч. Приморского ш. от Боровой ул. к Лисьеносовскому путепроводу, зона контроля 1;KPA-0084-01;КПА;;4313;0,1%
;;Направление не указано;2;0,0%
;;Встречное направление;4311;100,0%
132;Лисий Нос, Приморское ш. д.60, уч. Приморского ш. от Боровой ул. к Лисьеносовскому путепроводу, зона контроля 2;KPA-0084-03;КПА;;14298;0,4%
;;Направление не указано;2;0,0%
;;Встречное направление;14296;100,0%
133;Лисий Нос, Приморское ш. д.60, уч. Приморского ш. от Лисьеносовского путепровода к Авиационной ул., зона контроля 1,2;KPA-0084-02;КПА;;10927;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;10925;100,0%
134;Ломоносов, Дворцовый просп. д.50, уч. Дворцового просп. от Пароходной ул. к Оранжерейной ул., зона контроля 1;KPA-0081-01;КПА;;6758;0,2%
;;Направление не указано;2;0,0%
;;Встречное направление;3707;54,9%
;;Попутное направление;3049;45,1%
135;Ломоносов, Дворцовый просп. д.9 (перекресток Дворцового просп. и ул. Красного Флота), уч. Дворцового просп. от Кронштадтской ул. к ул. Красного Флота, зона контроля 1,2;KPA-0088-02;КПА;;3415;0,1%
;;Встречное направление;3415;100,0%
136;Ломоносов, Дворцовый просп. д.9 (перекресток Дворцового просп. и ул. Красного Флота), уч. Дворцового просп. от Морской ул. к ул. Красного Флота, зона контроля 1,2;KPA-0088-01;КПА;;3201;0,1%
;;Встречное направление;3201;100,0%
137;Ломоносов, Дворцовый просп. д.9 (перекресток Дворцового просп. и ул. Красного Флота), уч. ул. Красного Флота от Дворцового просп. к Богумиловской ул., зона контроля 1;KPA-0088-03;КПА;;1364;0,0%
;;Направление не указано;3;0,2%
;;Встречное направление;1358;99,6%
;;Попутное направление;3;0,2%
138;Ломоносов, Евгения Ефета ул. (~70 м от ж/д. перекресток ул. Евгения Ефета и Краснофлотского ш.), уч. Краснофлотского ш. от ул. Евгения Ефета к ул. Черникова, зона контроля 1;KPA-0092-02;КПА;;2467;0,1%
;;Направление не указано;5;0,2%
;;Встречное направление;2460;99,7%
;;Попутное направление;2;0,1%
139;Ломоносов, Евгения Ефета ул. (~70 м от ж/д. перекресток ул. Евгения Ефета и Краснофлотского ш.), уч. Краснофлотского ш. от ул. Черникова к ул. Евгения Ефета, зона контроля 1;KPA-0092-01;КПА;;3107;0,1%
;;Направление не указано;6;0,2%
;;Встречное направление;3098;99,7%
;;Попутное направление;3;0,1%
140;Ломоносов, Иликовский просп. д.30 к.2, уч. Сойкинской дороги от Новой дороги к Швейцарской ул., зона контроля 1;KPA-0079-01;КПА;;3371;0,1%
;;Направление не указано;1;0,0%
;;Встречное направление;1859;55,1%
;;Попутное направление;1511;44,8%
